1,La Coruña
1,Oleiros
1,Arteijo
1,Culleredo
4,Lugo 
4,Monforte de Lemos
4,Viveiro
4,Vilalba
2,Ourense 
2,O Carballiño
2,Verín 
2,O Barco de Valdeorras
3,Pontevedra 
3,Vigo 
3,Vilagarcía de Arousa 
3,Redondela 
